1	2.543400842	2.669496054	5.155610105
2	1.347060387	-2.115067263	-1.922262267
3	1.782949351	-1.780841025	-1.597414061
4	2.386820538	2.154664919	6.226324408
5	-0.551724892	7.932493272	-0.560924197
6	2.432099642	3.124020919	6.426810036
7	1.100618753	-2.134438655	-2.657219946
8	-0.891715571	8.884035991	0.540125622
9	2.40131093	3.394662321	6.836775482
10	0.595025663	-1.201387601	-1.664354347
11	-0.337978508	7.135724059	0.368640159
12	1.000691252	2.715362798	6.073240272
13	0.537716423	-2.275418485	-1.45430181
14	-0.067273446	7.730136936	0.097499127
15	1.070677328	-1.355498623	-2.113407815
16	1.837411835	2.580634839	5.16232135
17	0.825863461	7.227699882	-0.336800432
18	1.074222597	-1.703731639	-2.488354178
19	1.765504422	3.987408904	5.644289253
20	0.310583665	-2.776612572	-2.308644666
21	0.920093501	8.660925547	-0.62755067
22	-0.771206783	8.400840499	-0.922803267
23	2.42173999	3.1610833	5.115542046
24	1.165364719	-2.276372802	-2.736248755
25	0.705613454	8.252382517	-0.928648802
26	2.441545069	2.818757651	5.815232268
27	1.348856842	-1.883726076	-1.234121411
28	2.265380694	3.645539428	5.858896537
29	1.646441155	-1.685548947	-1.268109989
30	0.290194689	8.424691504	-0.682085392
31	1.688550598	3.214567345	6.784420315
32	1.676886021	-2.001806921	-2.830304904
33	-0.42823033	8.772582725	-0.04240569
34	-0.218767438	7.907644578	-0.59994404
35	-0.441401295	7.420539948	-0.454511943
36	1.098732518	2.106880774	6.481690686
37	1.142857566	2.087946258	5.809863078
38	-0.525468683	7.794720639	0.374046439
39	1.621439065	3.816535871	5.678076966
40	2.181403278	3.931652454	6.726454434
41	-0.157387712	8.717933368	-0.753741341
42	1.411826723	-2.253132148	-1.020942448
43	0.989408404	-2.254193386	-1.554085821
44	0.77767839	-2.751720291	-1.027102573
45	1.808223695	2.560063697	5.697295327
46	1.612971422	-1.912005873	-2.87876333
47	1.742983805	2.832941689	6.234539282
48	0.417500122	-2.468079132	-1.879736354
49	0.372233577	8.128617664	-0.42327137
50	-0.546528062	8.970557124	0.264166331
51	1.541920728	3.895745776	5.792737307
52	1.93090012	2.322218536	6.987567413
53	0.660862722	8.755447113	-0.331248738
54	0.390066976	8.99638494	-0.080850482
55	1.861858735	2.563327482	6.453226828
56	2.136218681	3.590338414	5.626124395
57	2.856161467	3.185157673	5.441580542
58	1.236998204	-2.629690017	-1.400575537
59	1.725178374	2.183107884	5.074713416
60	-0.68382966	8.531563409	0.906893148
61	0.15350335	-2.158157942	-1.032540557
62	1.325125653	2.681998012	5.9842439
63	2.543400842	2.669496054	5.155610105
64	1.347060387	-2.115067263	-1.922262267
65	1.782949351	-1.780841025	-1.597414061
66	2.386820538	2.154664919	6.226324408
67	-0.551724892	7.932493272	-0.560924197
68	2.432099642	3.124020919	6.426810036
69	1.100618753	-2.134438655	-2.657219946
70	-0.891715571	8.884035991	0.540125622
71	2.40131093	3.394662321	6.836775482
72	0.595025663	-1.201387601	-1.664354347
73	-0.337978508	7.135724059	0.368640159
74	1.000691252	2.715362798	6.073240272
75	0.537716423	-2.275418485	-1.45430181
76	-0.067273446	7.730136936	0.097499127
77	1.070677328	-1.355498623	-2.113407815
78	1.837411835	2.580634839	5.16232135
79	0.825863461	7.227699882	-0.336800432
80	1.074222597	-1.703731639	-2.488354178
81	1.765504422	3.987408904	5.644289253
82	0.310583665	-2.776612572	-2.308644666
83	0.920093501	8.660925547	-0.62755067
84	-0.771206783	8.400840499	-0.922803267
85	2.42173999	3.1610833	5.115542046
86	1.165364719	-2.276372802	-2.736248755
87	0.705613454	8.252382517	-0.928648802
88	2.441545069	2.818757651	5.815232268
89	1.348856842	-1.883726076	-1.234121411
90	2.265380694	3.645539428	5.858896537
91	1.646441155	-1.685548947	-1.268109989
92	0.290194689	8.424691504	-0.682085392
93	1.688550598	3.214567345	6.784420315
94	1.676886021	-2.001806921	-2.830304904
95	-0.42823033	8.772582725	-0.04240569
96	-0.218767438	7.907644578	-0.59994404
97	-0.441401295	7.420539948	-0.454511943
98	1.098732518	2.106880774	6.481690686
99	1.142857566	2.087946258	5.809863078
100	-0.525468683	7.794720639	0.374046439
101	1.621439065	3.816535871	5.678076966
102	2.181403278	3.931652454	6.726454434
